geo_type,geography,year,category,percent
SU/District,Southwest Vermont SU,2021,Not Free and Reduced Lunch Eligible,0.872
SU/District,Southwest Vermont SU,2021,Attended Publicly Funded PreK,0.81
SU/District,Southwest Vermont SU,2021,Did Not Attend Publicly Funded PreK,0.65
SU/District,Springfield SD,2021,,0.842
SU/District,Springfield SD,2021,All Students Surveyed,0.786
SU/District,Springfield SD,2021,Boys,0.702
SU/District,Springfield SD,2021,Girls,0.892
SU/District,Springfield SD,2021,Free and Reduced Lunch Eligible,0.842
SU/District,Springfield SD,2021,Not Free and Reduced Lunch Eligible,0.725
SU/District,Springfield SD,2021,Attended Publicly Funded PreK,0.889
SU/District,Springfield SD,2021,Did Not Attend Publicly Funded PreK,0.476
SU/District,St Johnsbury SD,2021,,1
SU/District,St Johnsbury SD,2021,All Students Surveyed,0.923
SU/District,St Johnsbury SD,2021,Boys,0.923
SU/District,St Johnsbury SD,2021,Girls,0.923
SU/District,St Johnsbury SD,2021,Free and Reduced Lunch Eligible,1
SU/District,St Johnsbury SD,2021,Not Free and Reduced Lunch Eligible,0.818
SU/District,St Johnsbury SD,2021,Attended Publicly Funded PreK,1
SU/District,St Johnsbury SD,2021,Did Not Attend Publicly Funded PreK,0.667
SU/District,Two Rivers SU,2021,,0.667
SU/District,Two Rivers SU,2021,All Students Surveyed,0.886
SU/District,Two Rivers SU,2021,Boys,0.833
SU/District,Two Rivers SU,2021,Girls,0.941
SU/District,Two Rivers SU,2021,Free and Reduced Lunch Eligible,0.667
SU/District,Two Rivers SU,2021,Not Free and Reduced Lunch Eligible,0.962
SU/District,Two Rivers SU,2021,Attended Publicly Funded PreK,0.871
SU/District,Two Rivers SU,2021,Did Not Attend Publicly Funded PreK,1
SU/District,Washington Central SU,2021,,0.917
SU/District,Washington Central SU,2021,All Students Surveyed,0.939
SU/District,Washington Central SU,2021,Boys,0.972
SU/District,Washington Central SU,2021,Girls,0.9
SU/District,Washington Central SU,2021,Free and Reduced Lunch Eligible,0.917
SU/District,Washington Central SU,2021,Not Free and Reduced Lunch Eligible,0.944
SU/District,Washington Central SU,2021,Attended Publicly Funded PreK,0.965
SU/District,Washington Central SU,2021,Did Not Attend Publicly Funded PreK,0.778
SU/District,White River Valley SU,2021,,0.706
SU/District,White River Valley SU,2021,All Students Surveyed,0.864
SU/District,White River Valley SU,2021,Boys,0.868
SU/District,White River Valley SU,2021,Girls,0.857
SU/District,White River Valley SU,2021,Free and Reduced Lunch Eligible,0.706
SU/District,White River Valley SU,2021,Not Free and Reduced Lunch Eligible,0.918
SU/District,White River Valley SU,2021,Attended Publicly Funded PreK,0.85
SU/District,White River Valley SU,2021,Did Not Attend Publicly Funded PreK,1
SU/District,Windham Central SU,2021,,0.857
SU/District,Windham Central SU,2021,All Students Surveyed,0.973
SU/District,Windham Central SU,2021,Boys,0.952
SU/District,Windham Central SU,2021,Girls,1
SU/District,Windham Central SU,2021,Free and Reduced Lunch Eligible,0.857
SU/District,Windham Central SU,2021,Not Free and Reduced Lunch Eligible,1
SU/District,Windham Central SU,2021,Attended Publicly Funded PreK,1
SU/District,Windham Central SU,2021,Did Not Attend Publicly Funded PreK,0.667
SU/District,Windham Northeast SU,2021,,0.786
SU/District,Windham Northeast SU,2021,All Students Surveyed,0.867
SU/District,Windham Northeast SU,2021,Boys,0.846
SU/District,Windham Northeast SU,2021,Girls,0.905
SU/District,Windham Northeast SU,2021,Free and Reduced Lunch Eligible,0.786
SU/District,Windham Northeast SU,2021,Not Free and Reduced Lunch Eligible,0.891
SU/District,Windham Northeast SU,2021,Attended Publicly Funded PreK,0.889
SU/District,Windham Northeast SU,2021,Did Not Attend Publicly Funded PreK,0.8
SU/District,Windham Southeast SU,2021,,0.8
SU/District,Windham Southeast SU,2021,All Students Surveyed,0.9
SU/District,Windham Southeast SU,2021,Boys,0.862
SU/District,Windham Southeast SU,2021,Girls,0.93
SU/District,Windham Southeast SU,2021,Free and Reduced Lunch Eligible,0.8
SU/District,Windham Southeast SU,2021,Not Free and Reduced Lunch Eligible,0.916
SU/District,Windham Southeast SU,2021,Attended Publicly Funded PreK,0.914
SU/District,Windham Southeast SU,2021,Did Not Attend Publicly Funded PreK,0.826
SU/District,Windham Southwest SU,2021,,0.889
SU/District,Windham Southwest SU,2021,All Students Surveyed,0.941
SU/District,Windham Southwest SU,2021,Boys,0.947
SU/District,Windham Southwest SU,2021,Girls,0.933
SU/District,Windham Southwest SU,2021,Free and Reduced Lunch Eligible,0.889
SU/District,Windham Southwest SU,2021,Not Free and Reduced Lunch Eligible,0.96
SU/District,Windham Southwest SU,2021,Attended Publicly Funded PreK,0.963
SU/District,Windham Southwest SU,2021,Did Not Attend Publicly Funded PreK,0.857
SU/District,Windsor Central,2021,,1
SU/District,Windsor Central,2021,All Students Surveyed,0.983
SU/District,Windsor Central,2021,Boys,0.971
SU/District,Windsor Central,2021,Girls,1
SU/District,Windsor Central,2021,Free and Reduced Lunch Eligible,1
SU/District,Windsor Central,2021,Not Free and Reduced Lunch Eligible,0.98
SU/District,Windsor Central,2021,Attended Publicly Funded PreK,0.979
SU/District,Windsor Central,2021,Did Not Attend Publicly Funded PreK,1
SU/District,Windsor Southeast SU,2021,,1
SU/District,Windsor Southeast SU,2021,All Students Surveyed,0.944
SU/District,Windsor Southeast SU,2021,Boys,0.932
SU/District,Windsor Southeast SU,2021,Girls,0.964
SU/District,Windsor Southeast SU,2021,Free and Reduced Lunch Eligible,1
SU/District,Windsor Southeast SU,2021,Not Free and Reduced Lunch Eligible,0.94
SU/District,Windsor Southeast SU,2021,Attended Publicly Funded PreK,0.94
SU/District,Windsor Southeast SU,2021,Did Not Attend Publicly Funded PreK,0.96
SU/District,Winooski SD,2021,,0.813
SU/District,Winooski SD,2021,All Students Surveyed,0.797
SU/District,Winooski SD,2021,Boys,0.75
SU/District,Winooski SD,2021,Girls,0.87
SU/District,Winooski SD,2021,Free and Reduced Lunch Eligible,0.813
SU/District,Winooski SD,2021,Not Free and Reduced Lunch Eligible,0.791
SU/District,Winooski SD,2021,Attended Publicly Funded PreK,0.826
SU/District,Winooski SD,2021,Did Not Attend Publicly Funded PreK,0.892
State,Vermont,2022,,0.74
State,Vermont,2022,1-Not yet ready,0.05
State,Vermont,2022,2-Approaching ready,0.09
State,Vermont,2022,3-Ready and practicing,0.22
State,Vermont,2022,4-Ready and performing independently,0.64
State,Vermont,2022,Total of all students statewide identified as ready,0.86
State,Vermont,2022,All Students Surveyed,0.85
State,Vermont,2022,Boys,0.82
State,Vermont,2022,Girls,0.89
State,Vermont,2022,Free and Reduced Lunch Eligible,0.74
State,Vermont,2022,Not Free and Reduced Lunch Eligible,0.91
State,Vermont,2022,Attended Publicly Funded PreK,0.87
State,Vermont,2022,Did Not Attend Publicly Funded PreK,0.8
SU/District,Addison Central SD,2022,,0.83
SU/District,Addison Central SD,2022,All Students Surveyed,0.91
SU/District,Addison Central SD,2022,Boys,0.87
SU/District,Addison Central SD,2022,Girls,0.94
SU/District,Addison Central SD,2022,Free and Reduced Lunch Eligible,0.83
SU/District,Addison Central SD,2022,Not Free and Reduced Lunch Eligible,0.93
SU/District,Addison Central SD,2022,Attended Publicly Funded PreK,0.93
SU/District,Addison Central SD,2022,Did Not Attend Publicly Funded PreK,0.85
SU/District,Addison Northwest SD,2022,,0.88
SU/District,Addison Northwest SD,2022,All Students Surveyed,0.86
SU/District,Addison Northwest SD,2022,Boys,0.81
SU/District,Addison Northwest SD,2022,Girls,0.9
SU/District,Addison Northwest SD,2022,Free and Reduced Lunch Eligible,0.88
SU/District,Addison Northwest SD,2022,Not Free and Reduced Lunch Eligible,0.85
SU/District,Addison Northwest SD,2022,Attended Publicly Funded PreK,0.88
SU/District,Addison Northwest SD,2022,Did Not Attend Publicly Funded PreK,0.81
SU/District,Barre SU,2022,,0.75
SU/District,Barre SU,2022,All Students Surveyed,0.82
SU/District,Barre SU,2022,Boys,0.74
SU/District,Barre SU,2022,Girls,0.89
SU/District,Barre SU,2022,Free and Reduced Lunch Eligible,0.75
SU/District,Barre SU,2022,Not Free and Reduced Lunch Eligible,0.86
SU/District,Barre SU,2022,Attended Publicly Funded PreK,0.83
SU/District,Barre SU,2022,Did Not Attend Publicly Funded PreK,0.8
SU/District,Bennington Rutland SU,2022,,0.83
SU/District,Bennington Rutland SU,2022,All Students Surveyed,0.88
SU/District,Bennington Rutland SU,2022,Boys,0.86
SU/District,Bennington Rutland SU,2022,Girls,0.9
SU/District,Bennington Rutland SU,2022,Free and Reduced Lunch Eligible,0.83
SU/District,Bennington Rutland SU,2022,Not Free and Reduced Lunch Eligible,0.9
SU/District,Bennington Rutland SU,2022,Attended Publicly Funded PreK,0.88
SU/District,Bennington Rutland SU,2022,Did Not Attend Publicly Funded PreK,0.83
SU/District,Burlington SD,2022,,0.62
SU/District,Burlington SD,2022,All Students Surveyed,0.78
SU/District,Burlington SD,2022,Boys,0.76
SU/District,Burlington SD,2022,Girls,0.8
SU/District,Burlington SD,2022,Free and Reduced Lunch Eligible,0.62
SU/District,Burlington SD,2022,Not Free and Reduced Lunch Eligible,0.93
SU/District,Burlington SD,2022,Attended Publicly Funded PreK,0.79
SU/District,Burlington SD,2022,Did Not Attend Publicly Funded PreK,0.75
SU/District,Caledonia Central SU,2022,,0.78
SU/District,Caledonia Central SU,2022,All Students Surveyed,0.9
SU/District,Caledonia Central SU,2022,Boys,0.86
SU/District,Caledonia Central SU,2022,Girls,0.96
SU/District,Caledonia Central SU,2022,Free and Reduced Lunch Eligible,0.78
SU/District,Caledonia Central SU,2022,Not Free and Reduced Lunch Eligible,0.95
SU/District,Caledonia Central SU,2022,Attended Publicly Funded PreK,0.91
SU/District,Caledonia Central SU,2022,Did Not Attend Publicly Funded PreK,0.88
SU/District,Central Vermont SU,2022,,0.75
SU/District,Central Vermont SU,2022,All Students Surveyed,0.85
SU/District,Central Vermont SU,2022,Boys,0.8
SU/District,Central Vermont SU,2022,Girls,0.9
SU/District,Central Vermont SU,2022,Free and Reduced Lunch Eligible,0.75
SU/District,Central Vermont SU,2022,Not Free and Reduced Lunch Eligible,0.92
SU/District,Central Vermont SU,2022,Attended Publicly Funded PreK,0.87
SU/District,Central Vermont SU,2022,Did Not Attend Publicly Funded PreK,0.79
SU/District,Champlain Valley SD,2022,,0.82
SU/District,Champlain Valley SD,2022,All Students Surveyed,0.95
SU/District,Champlain Valley SD,2022,Boys,0.92
SU/District,Champlain Valley SD,2022,Girls,0.97
SU/District,Champlain Valley SD,2022,Free and Reduced Lunch Eligible,0.82
SU/District,Champlain Valley SD,2022,Not Free and Reduced Lunch Eligible,0.96
SU/District,Champlain Valley SD,2022,Attended Publicly Funded PreK,0.96
SU/District,Champlain Valley SD,2022,Did Not Attend Publicly Funded PreK,0.88
SU/District,Colchester SD,2022,,0.81
SU/District,Colchester SD,2022,All Students Surveyed,0.84
SU/District,Colchester SD,2022,Boys,0.78
SU/District,Colchester SD,2022,Girls,0.9
SU/District,Colchester SD,2022,Free and Reduced Lunch Eligible,0.81
SU/District,Colchester SD,2022,Not Free and Reduced Lunch Eligible,0.85
SU/District,Colchester SD,2022,Attended Publicly Funded PreK,0.86
SU/District,Colchester SD,2022,Did Not Attend Publicly Funded PreK,0.79
SU/District,Essex North SU,2022,,0
SU/District,Essex North SU,2022,All Students Surveyed,0.67
SU/District,Essex North SU,2022,Boys,0.5
SU/District,Essex North SU,2022,Girls,1
SU/District,Essex North SU,2022,Free and Reduced Lunch Eligible,0
SU/District,Essex North SU,2022,Not Free and Reduced Lunch Eligible,1
SU/District,Essex North SU,2022,Attended Publicly Funded PreK,0.5
SU/District,Essex North SU,2022,Did Not Attend Publicly Funded PreK,1
SU/District,Essex Westford SD,2022,,0.81
SU/District,Essex Westford SD,2022,All Students Surveyed,0.91
SU/District,Essex Westford SD,2022,Boys,0.89
SU/District,Essex Westford SD,2022,Girls,0.94
SU/District,Essex Westford SD,2022,Free and Reduced Lunch Eligible,0.81
SU/District,Essex Westford SD,2022,Not Free and Reduced Lunch Eligible,0.94
SU/District,Essex Westford SD,2022,Attended Publicly Funded PreK,0.9
SU/District,Essex Westford SD,2022,Did Not Attend Publicly Funded PreK,0.94
SU/District,Franklin Northeast SU,2022,,0.71
SU/District,Franklin Northeast SU,2022,All Students Surveyed,0.82
SU/District,Franklin Northeast SU,2022,Boys,0.76
SU/District,Franklin Northeast SU,2022,Girls,0.87
SU/District,Franklin Northeast SU,2022,Free and Reduced Lunch Eligible,0.71
SU/District,Franklin Northeast SU,2022,Not Free and Reduced Lunch Eligible,0.88
SU/District,Franklin Northeast SU,2022,Attended Publicly Funded PreK,0.81
SU/District,Franklin Northeast SU,2022,Did Not Attend Publicly Funded PreK,0.83
SU/District,Franklin West SU,2022,,0.75
SU/District,Franklin West SU,2022,All Students Surveyed,0.91
SU/District,Franklin West SU,2022,Boys,0.97
SU/District,Franklin West SU,2022,Girls,0.87
SU/District,Franklin West SU,2022,Free and Reduced Lunch Eligible,0.75
SU/District,Franklin West SU,2022,Not Free and Reduced Lunch Eligible,0.92
SU/District,Franklin West SU,2022,Attended Publicly Funded PreK,0.95
SU/District,Franklin West SU,2022,Did Not Attend Publicly Funded PreK,0.81
SU/District,Grand Isle SU,2022,,0.78
SU/District,Grand Isle SU,2022,All Students Surveyed,0.86
SU/District,Grand Isle SU,2022,Boys,0.84
SU/District,Grand Isle SU,2022,Girls,0.92
SU/District,Grand Isle SU,2022,Free and Reduced Lunch Eligible,0.78
SU/District,Grand Isle SU,2022,Not Free and Reduced Lunch Eligible,0.88
SU/District,Grand Isle SU,2022,Attended Publicly Funded PreK,0.95
SU/District,Grand Isle SU,2022,Did Not Attend Publicly Funded PreK,0.57
SU/District,Greater Rutland County SU,2022,,0.53
SU/District,Greater Rutland County SU,2022,All Students Surveyed,0.76
SU/District,Greater Rutland County SU,2022,Boys,0.71
SU/District,Greater Rutland County SU,2022,Girls,0.82
SU/District,Greater Rutland County SU,2022,Free and Reduced Lunch Eligible,0.53
SU/District,Greater Rutland County SU,2022,Not Free and Reduced Lunch Eligible,0.87
SU/District,Greater Rutland County SU,2022,Attended Publicly Funded PreK,0.79
SU/District,Greater Rutland County SU,2022,Did Not Attend Publicly Funded PreK,0.69
SU/District,Hartford SD,2022,,0.5
SU/District,Hartford SD,2022,All Students Surveyed,0.66
SU/District,Hartford SD,2022,Boys,0.6
SU/District,Hartford SD,2022,Girls,0.73
SU/District,Hartford SD,2022,Free and Reduced Lunch Eligible,0.5
SU/District,Hartford SD,2022,Not Free and Reduced Lunch Eligible,0.73
SU/District,Hartford SD,2022,Attended Publicly Funded PreK,0.67
SU/District,Hartford SD,2022,Did Not Attend Publicly Funded PreK,0.64
SU/District,Harwood Unified SD,2022,,0.81
SU/District,Harwood Unified SD,2022,All Students Surveyed,0.86
SU/District,Harwood Unified SD,2022,Boys,0.8
SU/District,Harwood Unified SD,2022,Girls,0.94
SU/District,Harwood Unified SD,2022,Free and Reduced Lunch Eligible,0.81
SU/District,Harwood Unified SD,2022,Not Free and Reduced Lunch Eligible,0.87
SU/District,Harwood Unified SD,2022,Attended Publicly Funded PreK,0.88
SU/District,Harwood Unified SD,2022,Did Not Attend Publicly Funded PreK,0.69
SU/District,Kingdom East SD,2022,,0.94
SU/District,Kingdom East SD,2022,All Students Surveyed,0.96
SU/District,Kingdom East SD,2022,Boys,0.95
SU/District,Kingdom East SD,2022,Girls,0.98
SU/District,Kingdom East SD,2022,Free and Reduced Lunch Eligible,0.94
SU/District,Kingdom East SD,2022,Not Free and Reduced Lunch Eligible,0.98
SU/District,Kingdom East SD,2022,Attended Publicly Funded PreK,0.98
SU/District,Kingdom East SD,2022,Did Not Attend Publicly Funded PreK,0.9
SU/District,Lamoille North SU,2022,,0.68
SU/District,Lamoille North SU,2022,All Students Surveyed,0.83
SU/District,Lamoille North SU,2022,Boys,0.84
SU/District,Lamoille North SU,2022,Girls,0.8
SU/District,Lamoille North SU,2022,Free and Reduced Lunch Eligible,0.68
SU/District,Lamoille North SU,2022,Not Free and Reduced Lunch Eligible,0.88
SU/District,Lamoille North SU,2022,Attended Publicly Funded PreK,0.84
SU/District,Lamoille North SU,2022,Did Not Attend Publicly Funded PreK,0.76
SU/District,Lamoille South SU,2022,,0.44
SU/District,Lamoille South SU,2022,All Students Surveyed,0.81
SU/District,Lamoille South SU,2022,Boys,0.76
SU/District,Lamoille South SU,2022,Girls,0.86
SU/District,Lamoille South SU,2022,Free and Reduced Lunch Eligible,0.44
SU/District,Lamoille South SU,2022,Not Free and Reduced Lunch Eligible,0.88
SU/District,Lamoille South SU,2022,Attended Publicly Funded PreK,0.86
SU/District,Lamoille South SU,2022,Did Not Attend Publicly Funded PreK,0.62
SU/District,Maple Run SD,2022,,0.91
SU/District,Maple Run SD,2022,All Students Surveyed,0.93
SU/District,Maple Run SD,2022,Boys,0.9
SU/District,Maple Run SD,2022,Girls,0.96
SU/District,Maple Run SD,2022,Free and Reduced Lunch Eligible,0.91
SU/District,Maple Run SD,2022,Not Free and Reduced Lunch Eligible,0.94
SU/District,Maple Run SD,2022,Attended Publicly Funded PreK,0.95
SU/District,Maple Run SD,2022,Did Not Attend Publicly Funded PreK,0.89
SU/District,Mill River Unified SD,2022,,0.6
SU/District,Mill River Unified SD,2022,All Students Surveyed,0.88
SU/District,Mill River Unified SD,2022,Boys,0.78
SU/District,Mill River Unified SD,2022,Girls,0.96
SU/District,Mill River Unified SD,2022,Free and Reduced Lunch Eligible,0.6
SU/District,Mill River Unified SD,2022,Not Free and Reduced Lunch Eligible,0.92
SU/District,Mill River Unified SD,2022,Attended Publicly Funded PreK,0.89
SU/District,Mill River Unified SD,2022,Did Not Attend Publicly Funded PreK,0.75
SU/District,Milton SD,2022,,0.72
SU/District,Milton SD,2022,All Students Surveyed,0.81
SU/District,Milton SD,2022,Boys,0.75
SU/District,Milton SD,2022,Girls,0.91
